,detector,false positive rate,score
168,DetectGPT,0.422110552779397,0.7247211102053952
169,DetectGPT,0.42462311559296484,0.7242191844676787
170,DetectGPT,0.42713567840653266,0.7233547093155918
171,DetectGPT,0.42964824122010054,0.7223504007604038
172,DetectGPT,0.43216080403366836,0.7221166987894041
173,DetectGPT,0.4346733668472362,0.7217029500753238
174,DetectGPT,0.43718592966080405,0.721457796356302
175,DetectGPT,0.43969849247437187,0.7217501692030399
176,DetectGPT,0.4422110552879397,0.721103744630027
177,DetectGPT,0.44472361810150757,0.7206773077292687
178,DetectGPT,0.4472361809150754,0.7210955904599317
179,DetectGPT,0.44974874372864326,0.7211839704470174
180,DetectGPT,0.4522613065422111,0.7203185891034128
181,DetectGPT,0.4547738693557789,0.7200190556072456
182,DetectGPT,0.4572864321693468,0.7196570250711645
183,DetectGPT,0.4597989949829146,0.7200406600913767
184,DetectGPT,0.4623115577964824,0.7197724024982461
185,DetectGPT,0.4648241206100503,0.7194476211367802
186,DetectGPT,0.4673366834236181,0.7192562349194378
187,DetectGPT,0.46984924623718594,0.7186015717897087
188,DetectGPT,0.4723618090507538,0.718994254585289
189,DetectGPT,0.47487437186432163,0.7183028580381683
190,DetectGPT,0.47738693467788945,0.7177354076241329
191,DetectGPT,0.4798994974914573,0.7174024492707043
192,DetectGPT,0.48241206030502515,0.7172595629258112
193,DetectGPT,0.48492462311859297,0.7169189844789212
194,DetectGPT,0.48743718593216084,0.7168296411508539
195,DetectGPT,0.48994974874572866,0.7162271455603784
196,DetectGPT,0.4924623115592965,0.7153845639798493
197,DetectGPT,0.49497487437286436,0.7149344112479772
198,DetectGPT,0.4974874371864322,0.7140850979890152
199,DetectGPT,0.5,0.7132323189341385
200,Fast-DetectGPT,1e-10,0.29507993341626726
201,Fast-DetectGPT,0.0025125629135678393,0.46981544386425095
202,Fast-DetectGPT,0.005025125727135678,0.49681683556055184
203,Fast-DetectGPT,0.007537688540703517,0.5224608728682
204,Fast-DetectGPT,0.010050251354271357,0.5456960983090542
205,Fast-DetectGPT,0.012562814167839196,0.5604090937325246
206,Fast-DetectGPT,0.015075376981407035,0.5752505516773152
207,Fast-DetectGPT,0.017587939794974874,0.5863546580499286
208,Fast-DetectGPT,0.020100502608542715,0.5914714716874387
209,Fast-DetectGPT,0.022613065422110556,0.6061137583953933
210,Fast-DetectGPT,0.025125628235678394,0.6205999161793762
211,Fast-DetectGPT,0.02763819104924623,0.6287898987537861
212,Fast-DetectGPT,0.030150753862814073,0.6363083774709947
213,Fast-DetectGPT,0.032663316676381914,0.6448716154190363
214,Fast-DetectGPT,0.03517587948994975,0.6543150279679104
215,Fast-DetectGPT,0.03768844230351759,0.6588532927545212
216,Fast-DetectGPT,0.04020100511708543,0.6678765827832679
217,Fast-DetectGPT,0.04271356793065327,0.6737263704442069
218,Fast-DetectGPT,0.04522613074422111,0.6800424423557685
219,Fast-DetectGPT,0.047738693557788946,0.6812306270076378
220,Fast-DetectGPT,0.05025125637135679,0.686558669711596
221,Fast-DetectGPT,0.05276381918492463,0.692591756869301
222,Fast-DetectGPT,0.05527638199849246,0.6958763960825118
223,Fast-DetectGPT,0.0577889448120603,0.7004440088899824
224,Fast-DetectGPT,0.060301507625628144,0.70589768627989
225,Fast-DetectGPT,0.06281407043919597,0.7125439828602429
226,Fast-DetectGPT,0.06532663325276382,0.7175376606785194
227,Fast-DetectGPT,0.06783919606633165,0.722664226428944
228,Fast-DetectGPT,0.07035175887989949,0.725731051153317
229,Fast-DetectGPT,0.07286432169346733,0.7271839885946154
230,Fast-DetectGPT,0.07537688450703517,0.7317100490636999
231,Fast-DetectGPT,0.07788944732060302,0.7335731871149682
232,Fast-DetectGPT,0.08040201013417085,0.7361928088055658
233,Fast-DetectGPT,0.08291457294773869,0.7399356150532155
234,Fast-DetectGPT,0.08542713576130653,0.7438718444427992
235,Fast-DetectGPT,0.08793969857487437,0.747672428582925
236,Fast-DetectGPT,0.09045226138844221,0.7519464223881811
237,Fast-DetectGPT,0.09296482420201005,0.7544220738864884
238,Fast-DetectGPT,0.09547738701557788,0.7567220869473299
239,Fast-DetectGPT,0.09798994982914573,0.7575755732024516
240,Fast-DetectGPT,0.10050251264271357,0.7598807852155238
241,Fast-DetectGPT,0.1030150754562814,0.763660636655537
242,Fast-DetectGPT,0.10552763826984925,0.7671598552969987
243,Fast-DetectGPT,0.10804020108341708,0.770366509835624
244,Fast-DetectGPT,0.11055276389698492,0.7734323731434241
245,Fast-DetectGPT,0.11306532671055276,0.7746223750131378
246,Fast-DetectGPT,0.1155778895241206,0.7765800037355337
247,Fast-DetectGPT,0.11809045233768845,0.7781039603005966
248,Fast-DetectGPT,0.12060301515125628,0.7789967175143566
249,Fast-DetectGPT,0.12311557796482411,0.7792013803353814
250,Fast-DetectGPT,0.12562814077839196,0.7809305139785334
251,Fast-DetectGPT,0.1281407035919598,0.7833161349347347
252,Fast-DetectGPT,0.13065326640552766,0.7839228627150576
253,Fast-DetectGPT,0.13316582921909548,0.7852287515847628
254,Fast-DetectGPT,0.13567839203266333,0.7862530100963183
255,Fast-DetectGPT,0.13819095484623117,0.7877110590051091
256,Fast-DetectGPT,0.140703517659799,0.7891542732913079
257,Fast-DetectGPT,0.14321608047336684,0.7895018774329119
258,Fast-DetectGPT,0.1457286432869347,0.7912800446372308
259,Fast-DetectGPT,0.14824120610050254,0.792384087967821
260,Fast-DetectGPT,0.15075376891407036,0.7945582413648701
261,Fast-DetectGPT,0.1532663317276382,0.7970416715777164
262,Fast-DetectGPT,0.15577889454120605,0.7986950974401931
263,Fast-DetectGPT,0.15829145735477387,0.7993750490891008
264,Fast-DetectGPT,0.16080402016834172,0.799206216989953
265,Fast-DetectGPT,0.16331658298190957,0.8001510696175591
266,Fast-DetectGPT,0.1658291457954774,0.8016612378425316
267,Fast-DetectGPT,0.16834170860904524,0.8016845788981619
268,Fast-DetectGPT,0.17085427142261309,0.8027138051155104
269,Fast-DetectGPT,0.1733668342361809,0.8025216716690036
270,Fast-DetectGPT,0.17587939704974875,0.80404575577809
271,Fast-DetectGPT,0.1783919598633166,0.8037086301264819
272,Fast-DetectGPT,0.18090452267688445,0.8045928920109175
273,Fast-DetectGPT,0.18341708549045227,0.8048206768780881
274,Fast-DetectGPT,0.18592964830402012,0.8055780388825866
275,Fast-DetectGPT,0.18844221111758797,0.8060711002088332
276,Fast-DetectGPT,0.19095477393115579,0.8070240021343449
277,Fast-DetectGPT,0.19346733674472363,0.807389456122567
278,Fast-DetectGPT,0.19597989955829148,0.8075741859865568
279,Fast-DetectGPT,0.1984924623718593,0.8084193711557502
280,Fast-DetectGPT,0.20100502518542715,0.8086734838284302
281,Fast-DetectGPT,0.203517587998995,0.8090882064381424
282,Fast-DetectGPT,0.20603015081256282,0.8101093437253095
283,Fast-DetectGPT,0.20854271362613067,0.8104682586226599
284,Fast-DetectGPT,0.2110552764396985,0.8109156273826257
285,Fast-DetectGPT,0.21356783925326633,0.8110571600722416
286,Fast-DetectGPT,0.21608040206683418,0.8110902644309793
287,Fast-DetectGPT,0.21859296488040203,0.8116413485249641
288,Fast-DetectGPT,0.22110552769396985,0.811384775808831
289,Fast-DetectGPT,0.2236180905075377,0.8123646976360188
290,Fast-DetectGPT,0.22613065332110555,0.8122304391005178
291,Fast-DetectGPT,0.2286432161346734,0.8128866902757299
292,Fast-DetectGPT,0.23115577894824121,0.8128217549656856
293,Fast-DetectGPT,0.23366834176180906,0.8131879973674341
294,Fast-DetectGPT,0.2361809045753769,0.8132453094841048
295,Fast-DetectGPT,0.23869346738894473,0.8129205245536925
296,Fast-DetectGPT,0.24120603020251258,0.8134273841037636
297,Fast-DetectGPT,0.24371859301608043,0.8138415304723641
298,Fast-DetectGPT,0.24623115582964825,0.8136954988082687
299,Fast-DetectGPT,0.2487437186432161,0.8133508249626961
300,Fast-DetectGPT,0.2512562814567839,0.8149934223175647
301,Fast-DetectGPT,0.2537688442703518,0.8142222451691528
302,Fast-DetectGPT,0.2562814070839196,0.814070075062314
303,Fast-DetectGPT,0.25879396989748743,0.8144246576453007
304,Fast-DetectGPT,0.2613065327110553,0.8144875726573959
305,Fast-DetectGPT,0.2638190955246231,0.8146427852854343
306,Fast-DetectGPT,0.26633165833819095,0.8144216105493078
307,Fast-DetectGPT,0.2688442211517588,0.814604512356123
308,Fast-DetectGPT,0.27135678396532664,0.8145371439246754
309,Fast-DetectGPT,0.27386934677889446,0.815030624673158
310,Fast-DetectGPT,0.27638190959246234,0.8142605795506956
311,Fast-DetectGPT,0.27889447240603016,0.8141452131807558
312,Fast-DetectGPT,0.281407035219598,0.8134147382116254
313,Fast-DetectGPT,0.28391959803316585,0.8140771496159436
314,Fast-DetectGPT,0.2864321608467337,0.813663686486763
315,Fast-DetectGPT,0.28894472366030155,0.8136870677927813
316,Fast-DetectGPT,0.29145728647386937,0.8132187733096998
317,Fast-DetectGPT,0.2939698492874372,0.8129453797653583
318,Fast-DetectGPT,0.29648241210100507,0.8128624667887634
319,Fast-DetectGPT,0.2989949749145729,0.8125118749522876
320,Fast-DetectGPT,0.3015075377281407,0.8126959582260473
321,Fast-DetectGPT,0.3040201005417086,0.8120240940768545
322,Fast-DetectGPT,0.3065326633552764,0.8115177920383161
323,Fast-DetectGPT,0.3090452261688442,0.8106704321922515
324,Fast-DetectGPT,0.3115577889824121,0.8103555951647723
325,Fast-DetectGPT,0.3140703517959799,0.8093812224839692
326,Fast-DetectGPT,0.31658291460954774,0.8088434033447829
327,Fast-DetectGPT,0.3190954774231156,0.8084993772042384
328,Fast-DetectGPT,0.32160804023668343,0.8082030618735165
329,Fast-DetectGPT,0.32412060305025125,0.8079021281338041
330,Fast-DetectGPT,0.32663316586381913,0.8071589798223258
331,Fast-DetectGPT,0.32914572867738695,0.8066112216069314
332,Fast-DetectGPT,0.33165829149095477,0.8062051689346984
333,Fast-DetectGPT,0.33417085430452265,0.8058221280830342
334,Fast-DetectGPT,0.33668341711809047,0.8049952734487194
335,Fast-DetectGPT,0.3391959799316583,0.8042656695569184
336,Fast-DetectGPT,0.34170854274522616,0.8039603452894636
337,Fast-DetectGPT,0.344221105558794,0.802920086381147
338,Fast-DetectGPT,0.3467336683723618,0.8024776688861931
339,Fast-DetectGPT,0.3492462311859297,0.80218016126996
340,Fast-DetectGPT,0.3517587939994975,0.8020004166088044
341,Fast-DetectGPT,0.3542713568130653,0.8016248492577149
342,Fast-DetectGPT,0.3567839196266332,0.800924619329004
343,Fast-DetectGPT,0.359296482440201,0.8001479519117556
344,Fast-DetectGPT,0.3618090452537689,0.7999123679855118
345,Fast-DetectGPT,0.3643216080673367,0.7993060791660862
346,Fast-DetectGPT,0.36683417088090453,0.7989922554310904
347,Fast-DetectGPT,0.3693467336944724,0.7981022622532985
348,Fast-DetectGPT,0.3718592965080402,0.797680394612305
349,Fast-DetectGPT,0.37437185932160805,0.7973881859611023
350,Fast-DetectGPT,0.3768844221351759,0.7968578365246757
351,Fast-DetectGPT,0.37939698494874374,0.7966052368727243
352,Fast-DetectGPT,0.38190954776231156,0.796054857974035
353,Fast-DetectGPT,0.38442211057587944,0.7958579317825727
354,Fast-DetectGPT,0.38693467338944726,0.795137807282043
355,Fast-DetectGPT,0.3894472362030151,0.7944318254791078
356,Fast-DetectGPT,0.39195979901658295,0.793723266910735
357,Fast-DetectGPT,0.3944723618301508,0.7926541579218245
358,Fast-DetectGPT,0.3969849246437186,0.7918345825990316
359,Fast-DetectGPT,0.39949748745728647,0.791075367111215
360,Fast-DetectGPT,0.4020100502708543,0.7898489763103362
361,Fast-DetectGPT,0.4045226130844221,0.7893062034129343
362,Fast-DetectGPT,0.40703517589799,0.7881797385882843
363,Fast-DetectGPT,0.4095477387115578,0.7877301889708876
364,Fast-DetectGPT,0.4120603015251256,0.7861388815952843
365,Fast-DetectGPT,0.4145728643386935,0.7854382986575136
366,Fast-DetectGPT,0.4170854271522613,0.7847354380321396
367,Fast-DetectGPT,0.41959798996582914,0.7839287711645497
368,Fast-DetectGPT,0.422110552779397,0.78325469708401
369,Fast-DetectGPT,0.42462311559296484,0.7822204724476856
370,Fast-DetectGPT,0.42713567840653266,0.78176702740803
371,Fast-DetectGPT,0.42964824122010054,0.7806904349048449
372,Fast-DetectGPT,0.43216080403366836,0.7801215061546068
373,Fast-DetectGPT,0.4346733668472362,0.779541252842114
374,Fast-DetectGPT,0.43718592966080405,0.7783087434444949
375,Fast-DetectGPT,0.43969849247437187,0.7775090415388466
376,Fast-DetectGPT,0.4422110552879397,0.7768149884217104
377,Fast-DetectGPT,0.44472361810150757,0.7758253041769475
378,Fast-DetectGPT,0.4472361809150754,0.7758253041769475
379,Fast-DetectGPT,0.44974874372864326,0.7735408285966476
380,Fast-DetectGPT,0.4522613065422111,0.7727237923703749
381,Fast-DetectGPT,0.4547738693557789,0.7721636501029427
382,Fast-DetectGPT,0.4572864321693468,0.7714839348505584
383,Fast-DetectGPT,0.4597989949829146,0.7708484739313961
384,Fast-DetectGPT,0.4623115577964824,0.7695695843136396
385,Fast-DetectGPT,0.4648241206100503,0.7687736013522718
386,Fast-DetectGPT,0.4673366834236181,0.7679744070623896
387,Fast-DetectGPT,0.46984924623718594,0.7671048464035624
388,Fast-DetectGPT,0.4723618090507538,0.7658865257413453
389,Fast-DetectGPT,0.47487437186432163,0.7652313780054792
390,Fast-DetectGPT,0.47738693467788945,0.7640777071115715
391,Fast-DetectGPT,0.4798994974914573,0.7632616213062093
392,Fast-DetectGPT,0.48241206030502515,0.7620764808829298
393,Fast-DetectGPT,0.48492462311859297,0.7608779233178302
394,Fast-DetectGPT,0.48743718593216084,0.7600512322005315
395,Fast-DetectGPT,0.48994974874572866,0.7590326320165548
396,Fast-DetectGPT,0.4924623115592965,0.7582289572706739
397,Fast-DetectGPT,0.49497487437286436,0.7573614177770315
398,Fast-DetectGPT,0.4974874371864322,0.7572021632265852
399,Fast-DetectGPT,0.5,0.7556615607145063
400,Ghostbuster,1e-10,0.2522841927222339
401,Ghostbuster,0.0025125629135678393,0.26535579216844674
402,Ghostbuster,0.005025125727135678,0.28790780200302035
403,Ghostbuster,0.007537688540703517,0.2983526784872115
404,Ghostbuster,0.010050251354271357,0.30945863309991234
405,Ghostbuster,0.012562814167839196,0.3246057807017194
406,Ghostbuster,0.015075376981407035,0.3384507958563429
407,Ghostbuster,0.017587939794974874,0.35201619389197014
408,Ghostbuster,0.020100502608542715,0.36521511335284235
409,Ghostbuster,0.022613065422110556,0.37235385553870787
410,Ghostbuster,0.025125628235678394,0.37791935217546535
411,Ghostbuster,0.02763819104924623,0.38296932599960654
412,Ghostbuster,0.030150753862814073,0.3883055318024282
413,Ghostbuster,0.032663316676381914,0.39599676483127433
414,Ghostbuster,0.03517587948994975,0.40710012294231646
415,Ghostbuster,0.03768844230351759,0.41681168383226713
416,Ghostbuster,0.04020100511708543,0.4257366149921423
417,Ghostbuster,0.04271356793065327,0.43114848104268944
418,Ghostbuster,0.04522613074422111,0.4351500014854058
419,Ghostbuster,0.047738693557788946,0.44179150180269117
420,Ghostbuster,0.05025125637135679,0.45078075739576506
421,Ghostbuster,0.05276381918492463,0.4578833285877131
422,Ghostbuster,0.05527638199849246,0.4615693253012519
423,Ghostbuster,0.0577889448120603,0.46896169306584246
424,Ghostbuster,0.060301507625628144,0.4703842931605854
425,Ghostbuster,0.06281407043919597,0.47592502772625667
426,Ghostbuster,0.06532663325276382,0.48509611055546986
427,Ghostbuster,0.06783919606633165,0.4913311275766905
428,Ghostbuster,0.07035175887989949,0.49717983916235003
429,Ghostbuster,0.07286432169346733,0.5025326971460514
430,Ghostbuster,0.07537688450703517,0.511130165590785
431,Ghostbuster,0.07788944732060302,0.5171490595769737
432,Ghostbuster,0.08040201013417085,0.5203240898691652
433,Ghostbuster,0.08291457294773869,0.5258547328493283
434,Ghostbuster,0.08542713576130653,0.5283966189708409
435,Ghostbuster,0.08793969857487437,0.5309885744386913
436,Ghostbuster,0.09045226138844221,0.534916357589315
437,Ghostbuster,0.09296482420201005,0.539037844055086
438,Ghostbuster,0.09547738701557788,0.5419644955088267
439,Ghostbuster,0.09798994982914573,0.5486635559443674
440,Ghostbuster,0.10050251264271357,0.5514543447956345
441,Ghostbuster,0.1030150754562814,0.5543729136826105
442,Ghostbuster,0.10552763826984925,0.5581180530329313
443,Ghostbuster,0.10804020108341708,0.5595387642268055
444,Ghostbuster,0.11055276389698492,0.5618870024558595
445,Ghostbuster,0.11306532671055276,0.5648814159964493
446,Ghostbuster,0.1155778895241206,0.5675639250340756
447,Ghostbuster,0.11809045233768845,0.5705285177524884
448,Ghostbuster,0.12060301515125628,0.5751128887702253
449,Ghostbuster,0.12311557796482411,0.5801793733806492
450,Ghostbuster,0.12562814077839196,0.5828505187066615
451,Ghostbuster,0.1281407035919598,0.584475811709434
452,Ghostbuster,0.13065326640552766,0.5870453675458092
453,Ghostbuster,0.13316582921909548,0.5893811706496734
454,Ghostbuster,0.13567839203266333,0.5945396429937431
455,Ghostbuster,0.13819095484623117,0.5966962400207477
456,Ghostbuster,0.140703517659799,0.60136455941099
457,Ghostbuster,0.14321608047336684,0.6062921593688827
458,Ghostbuster,0.1457286432869347,0.6085398667266096
459,Ghostbuster,0.14824120610050254,0.6112792884907838
460,Ghostbuster,0.15075376891407036,0.614852996433058
461,Ghostbuster,0.1532663317276382,0.617704061916291
462,Ghostbuster,0.15577889454120605,0.6208178296142387
463,Ghostbuster,0.15829145735477387,0.6234290518503094
464,Ghostbuster,0.16080402016834172,0.6259580443944982
465,Ghostbuster,0.16331658298190957,0.6281179290846698
466,Ghostbuster,0.1658291457954774,0.6308967772505761
467,Ghostbuster,0.16834170860904524,0.6324850666240669
468,Ghostbuster,0.17085427142261309,0.6356590255292374
469,Ghostbuster,0.1733668342361809,0.6378465652846006
470,Ghostbuster,0.17587939704974875,0.6407456329699195
471,Ghostbuster,0.1783919598633166,0.6439308454290633
472,Ghostbuster,0.18090452267688445,0.6456145094821775
473,Ghostbuster,0.18341708549045227,0.6478319062400988
474,Ghostbuster,0.18592964830402012,0.6490201152481039
475,Ghostbuster,0.18844221111758797,0.6505354403199283
476,Ghostbuster,0.19095477393115579,0.6529470600288975
477,Ghostbuster,0.19346733674472363,0.654541051240952
478,Ghostbuster,0.19597989955829148,0.6554778461144124
479,Ghostbuster,0.1984924623718593,0.6573093663667511
480,Ghostbuster,0.20100502518542715,0.6592150244940274
481,Ghostbuster,0.203517587998995,0.6610329904104983
482,Ghostbuster,0.20603015081256282,0.6636736483839578
483,Ghostbuster,0.20854271362613067,0.6664959830645021
484,Ghostbuster,0.2110552764396985,0.66851032026024
485,Ghostbuster,0.21356783925326633,0.6715875328300677
486,Ghostbuster,0.21608040206683418,0.6746034923412584
